time,vibration,temperature,pressure,torque,current,rpm,anomaly_score,rul_prediction,failure_probability,health_index
271,0.2529853037885646,40.03131333582325,99.90032702726648,50.33195673898958,9.940060827345368,1504.6714536464563,0.16356788731775965,8292.76,0.0,0.9004552229169867
272,0.2686220329583176,40.695322003746305,100.90804710994936,51.151245078527324,9.685379428175883,1501.2168325438552,0.16356081097678574,8293.907,0.0,0.9005362000382833
273,0.26481577594932965,39.709187375762795,98.53769824331731,50.39636899252294,10.266438468274709,1502.1575611268715,0.1632084871866213,8282.646,0.0,0.9011131469899538
274,0.2897777843618136,40.37273021002386,100.16539334266487,49.01024357093584,9.979098394223781,1499.587527820476,0.1629120081944045,8275.4375,0.0,0.9017131741905458
275,0.26603358732489985,40.08878803686232,100.1541097784107,51.00933520984836,9.919358321098393,1497.4423107531038,0.1630441038889815,8266.004,0.0,0.9008070721136056
276,0.2942944076337364,39.92446515705361,100.30607617481007,48.889545744983984,9.736367405500179,1497.3044788090642,0.1635477193410675,8265.305,0.0,0.8991340456405132
277,0.28858824048772314,40.29087061793974,101.81777256720788,51.742206852522045,10.177867707651142,1501.6871752684722,0.16378756518646326,8264.962,0.0,0.8983367740566286
278,0.28950223957431487,40.49240015185088,98.39517115625878,49.51426936555821,9.78621479585867,1501.8966110365925,0.16297344467820465,8264.209,0.0,0.9009462204483931
279,0.31303787671731537,39.97066054642332,96.88393898998811,49.94371516521441,9.958097313132377,1502.3456776908113,0.1632274276703546,8264.166,0.0,0.9001181157547846
280,0.3248161212566292,40.30074740629305,100.49762257802053,49.35731809509562,9.849425881010582,1503.8993636401258,0.1637415854670125,8265.4375,0.0,0.8985103165097926
281,0.32531766218417346,40.117062053640325,102.25275657853325,49.00159201989486,9.907340459423699,1502.4677125709154,0.16328398862168736,8253.412,0.0,0.8993910076613506
282,0.29456750856933156,39.90752464855274,96.89348896074567,50.561993970336886,10.356622883533763,1501.3646657010663,0.16306426777383445,8243.008,0.0,0.8995799853182782
283,0.2660097941646538,40.284911673887514,100.58049567589006,50.42504424316072,10.079674334711779,1499.4999135531007,0.16403749662451939,8237.853,0.0,0.8961547227061096
284,0.3053696836391055,40.02281859775225,102.62533319926199,49.3158747018655,9.912403536566366,1503.2614593777785,0.16399528702191565,8232.162,0.0,0.8960045708201547
285,0.30270182478914026,40.02565798338568,98.95749269850553,49.05605693536447,10.148064187446128,1496.167583396896,0.16295651372880346,8220.613,0.0,0.8987992443282866
286,0.23351119077022522,39.2685076358324,101.39720704651012,48.945304120842756,10.164239641621773,1498.2597904067725,0.16365157070742758,8203.689,0.0,0.8956841635132187
287,0.306566684361822,39.54437616895449,101.70218725616131,50.445522316610685,9.828965091702678,1496.0771809864034,0.16386511307508228,8220.477,0.0,0.8958376792242012
288,0.287833010647297,40.601929086329456,99.8710388576619,49.677976693199454,10.05667891340511,1499.5972875063917,0.16351821372392666,8229.673,0.0,0.8974302627230379
289,0.28545263709420443,39.44550702635089,101.10366686575333,50.44103159898122,9.56822912950614,1501.4538488023866,0.16359841364446973,8238.886,0.0,0.8976347934847279
290,0.27979872307364395,40.22617445529587,100.87693652681509,49.47088473367261,9.857133059928122,1500.1192159582959,0.1634647863531721,8256.862,0.0,0.8989773243932974
291,0.28340604496929417,40.32195300173398,100.25788315939207,50.138824563054825,9.90110307954364,1495.2656505798877,0.16288487457266274,8259.35,0.0,0.9009887604839266
292,0.2550047533992706,39.94791267663578,99.00428583242211,48.77096202761217,10.034543846781943,1499.0687064362285,0.1638182164975377,8273.9,0.0,0.8986886040212406
293,0.2464749819912902,40.441353447955926,102.41011665000227,49.28721214836748,9.854500761991982,1501.2253746306915,0.16416560642766978,8264.841,0.0,0.8971013095415635
294,0.2444434004500568,39.319457068811005,97.96441315520663,49.36127639294246,9.779261350560471,1499.8190566608093,0.16378185959191016,8238.624,0.0,0.8970250418562888
295,0.26652473287807305,39.94401615669595,99.81464752691026,50.66588171477101,10.243224663250325,1501.243097389259,0.16430453298445652,8221.1,0.0,0.8944401679016245
296,0.3048056778575099,40.2031187021774,100.101319057305,50.797186946319385,9.925228647815146,1500.4861883832457,0.16399047427538363,8222.219,0.0,0.8955179926884376
297,0.28552262891680036,39.7979068116332,101.08084432619371,50.44022392532532,10.034274177301487,1500.44894802905,0.16375924753940874,8217.452,0.0,0.8960291774186744
298,0.23964954126531973,39.711469594715425,99.36359062153045,50.4748483881615,10.086780830776966,1500.2441909122724,0.16385410435149542,8204.842,0.0,0.8950837170285619
299,0.2589151052022999,40.69447801926547,102.52241554635141,50.612343122605694,9.630829359905993,1495.9698112502772,0.16385176342397254,8205.318,0.0,0.8951154097841473
300,0.26793460548245307,40.50107565013615,99.17738947254632,48.73195289815489,9.53102748339235,1503.1815562071708,0.1630481731729088,8214.456,0.0,0.8981901890867733
301,0.2830720004607774,40.183707682579936,97.80552379008961,50.30429925401741,9.612045189881469,1503.7763691246691,0.1630424559468158,8230.203,0.0,0.8990041453554245
302,0.2665934334400153,39.929427245032635,96.50889993421394,51.024990209527175,10.129405574868043,1497.2220817197997,0.16359081214636015,8245.29,0.0,0.8979829872584537
303,0.2724634391123551,39.85663534239412,100.77236960198358,50.20297701893718,10.023376067528869,1501.0952038121761,0.16444371726145873,8241.823,0.0,0.8950343005165703
304,0.2635658291128637,40.618141904549795,100.62277349934037,49.770296588823875,9.866274464148265,1497.0312331915718,0.1638189066371085,8242.375,0.0,0.897094021666218
305,0.2937349495034135,39.106746259388146,94.29255796997714,50.241820023520404,10.132001514441702,1498.6383954104174,0.16428317116585558,8246.259,0.0,0.8957804353825428
306,0.2716465635837323,40.64515572725545,100.24751401804501,49.9386646335912,9.93959719335711,1501.294120207402,0.16412501437295565,8237.361,0.0,0.8958453275765044
307,0.26091365346617945,40.710264175897876,100.74478537957589,50.201078574960256,10.05022889420035,1497.4350719520357,0.16416598350449416,8219.091,0.0,0.894789241047099
308,0.2480725895292571,39.82350649478745,101.690118689505,51.08786082340291,10.026671542748813,1498.871063039691,0.16396681276421393,8213.078,0.0,0.8951332401488434
309,0.23383434937628517,40.08962868851596,100.7287900646365,49.87256594507169,9.878837140231088,1503.3785558499674,0.1632375919388189,8209.724,0.0,0.8973351426054963
310,0.2563010342206167,38.76261465927343,96.68735821657489,49.636797263159735,9.953297008211207,1501.7741233926317,0.16308151301161697,8209.421,0.0,0.8978274082032291
311,0.2595142603154837,40.13880166979296,101.21480931616136,50.50978403115714,10.371690538363609,1493.556528457893,0.1631814872973641,8197.689,0.0,0.8969097415262894
312,0.26381725498321557,39.98008062830912,98.85260284373098,50.1303126970727,10.086469789150165,1497.8003478571466,0.16408310826861702,8210.8125,0.0,0.8946406170413024
313,0.22784960428442255,38.96492487338105,96.69531633040144,48.919378620370445,9.86147487293844,1501.3586092940727,0.16384909258651792,8217.021,0.0,0.8957152241642898
314,0.25951174068297117,40.50162992388753,98.11139582180871,50.7322675331933,9.882672346467233,1504.3680667939138,0.16410451721044883,8223.527,0.0,0.8952132371963981
315,0.252945361852653,38.649777004534116,99.72715671128257,50.55201165878317,9.94482351811583,1500.306316482545,0.1640153230284153,8230.252,0.0,0.8958429454685359
316,0.3032876081681323,40.758134015344424,99.602513303103,49.96730199995517,10.037686420779872,1502.622953939195,0.16414809006335906,8233.902,0.0,0.8955955863586069
317,0.28783473557784933,40.11415363643934,99.21852709493136,51.1074943913279,9.7918591583188,1499.8971700154345,0.16419867420194942,8236.597,0.0,0.8955671688374992
318,0.2727159307116971,40.13674324747725,101.09192460622756,49.91294584871525,10.28818584444645,1503.0561933384088,0.16392685351965647,8231.495,0.0,0.8961934335954432
319,0.2832799403536796,39.77526575559958,101.44584720927972,50.077642174005994,9.893544900947209,1495.2143439710217,0.16348798043008092,8209.7705,0.0,0.8965232866505766
320,0.25726047276495617,39.833037502895834,99.15393353555386,50.28583110210719,9.836479214035124,1499.5120622306763,0.16397121530340486,8195.34,0.0,0.8942229464796306
321,0.23148090688087128,39.913623138199675,99.23263325207351,50.75277238180532,9.947340505488281,1498.1850490803122,0.16364460720047827,8211.601,0.0,0.896106397730267
322,0.23942901665819,40.262317753801874,98.53276906375538,50.236581540168956,10.332989141054798,1498.5696754060832,0.16351526772414904,8207.723,0.0,0.8963311070411739
323,0.24417812324272453,40.63164723286749,100.57425215213021,50.4823512996104,10.251865824873589,1498.485707198552,0.16383076379636904,8196.29,0.0,0.8947276932897608
324,0.22321419506418957,40.21922814168601,103.07960593408569,49.6589889645364,10.20509146048714,1499.360349250971,0.16381790750586447,8209.889,0.0,0.8954563548776504
325,0.3034625445492678,40.208950638872956,101.32289610592015,50.82599110666942,9.764815695583104,1502.8961175185204,0.16334379095367602,8213.832,0.0,0.8971973366362094
326,0.23764631540673523,40.425005391598255,103.62734896640096,50.429615549435326,9.530622885303355,1503.3749062414033,0.1633424616181874,8215.214,0.0,0.8972714565509048
327,0.27817737080480515,39.03564572737671,98.9637219916244,50.353102811625995,10.320095881206928,1500.1082787088908,0.16199484005766088,8227.109,0.0,0.9022546116429
328,0.27338265497769554,39.58932547886296,99.72958418846918,50.26748251714938,9.871420482808466,1496.148269140063,0.16273425615810394,8241.318,0.0,0.9005678284227494
329,0.25735248606759364,40.27632975463656,97.09174541960091,50.36008958997485,10.136144881298517,1499.4225534949014,0.16299075893235143,8237.284,0.0,0.8995299467229331
330,0.27113505593660914,39.312158564099306,99.30496583313442,50.996641396954075,9.912823128186071,1501.9021525409412,0.1629240191379491,8236.575,0.0,0.8997111261478914
331,0.26211516822161823,39.486924745989334,99.53842123396494,50.27963201675765,9.679055341023012,1501.0808301177824,0.16279092954724586,8223.562,0.0,0.8994866011252508
332,0.26747703244402005,40.01557581820159,102.13033185481895,49.38580154717907,10.196500033022776,1500.585515973187,0.16408877327754412,8240.408,0.0,0.8961170794488791
333,0.28003464232181907,39.950260876620334,100.07981214608118,49.25038365332818,9.899670545162245,1499.9503654374848,0.163677113021878,8245.833,0.0,0.8977297629554919
334,0.2609330726566132,38.59735320462483,101.4674874924483,49.76676778317858,10.169064054150237,1498.6633617470789,0.1634727530033335,8240.34,0.0,0.8981168631523538
335,0.3048418989770342,40.54221308404399,97.21476657833058,50.53567295544063,10.361870199279387,1490.4617351913196,0.16380060384702844,8231.074,0.0,0.8965827069582779
336,0.2919271994942729,39.179174398286854,101.10899484530722,51.04970690982474,9.788865553507225,1496.4143450933907,0.16374847888259889,8216.565,0.0,0.8960193733985544
337,0.2856826422325169,39.540850323416166,103.28039796151647,49.337100892551824,9.661302360165145,1492.442689301007,0.16339442938011706,8196.688,0.0,0.8961667586950517
338,0.28221024694656704,39.30418552023129,100.37665342734371,49.63603797124048,10.000024902813848,1494.3412846500948,0.1627837263741743,8201.671,0.0,0.8984043292128107
339,0.2471648259624098,39.88635540360385,98.42258958637842,50.38811320476181,10.240833514667779,1500.1385029558496,0.16361091147345477,8183.5234,0.0,0.8947977997948708
340,0.2328272827304319,39.17636095158503,101.57603433093003,51.39152414877539,10.229887659881673,1498.3602658711704,0.1629605421661446,8181.5366,0.0,0.8968123662144263
341,0.23061658327355564,40.01973561915751,95.85080375218942,49.36235369999301,10.004160595731468,1502.5462782233922,0.16269113322774653,8196.011,0.0,0.8984195696571824
342,0.2698099636674923,40.443664467539044,99.7721648125275,50.0538307394439,9.960452102118854,1501.0697131942286,0.163548681436677,8204.945,0.0,0.8960821692169225
343,0.24142897058935892,39.822484175964526,98.22692802446994,49.37528420364264,9.99671293591563,1502.3046226581191,0.1626483984522389,8205.233,0.0,0.8990243792831306
344,0.24487260921099968,39.75656410813013,99.2006177558965,50.4165546013788,10.198324810514947,1493.366191956924,0.16366883719034406,8213.258,0.0,0.896111318775046
345,0.2896047208177956,39.932233750209015,100.52626072784706,51.206070545852114,10.350199295865426,1496.3349901096078,0.1633124665013944,8210.173,0.0,0.8971143668450692
346,0.28419663626547,40.494137802333,98.78410191018109,50.498899926742666,10.162455846500613,1498.082535706541,0.163151114785141,8209.926,0.0,0.8976265804818538
347,0.22501944571734772,39.676924162659425,102.1912080699686,49.65929174979962,9.97921276985765,1498.599523403609,0.16375271577686645,8210.858,0.0,0.8957173473493925
348,0.21508713590213838,39.7712330578869,97.34940406806015,49.59327351820134,10.074609771927069,1504.898567878801,0.16368710913878454,8228.419,0.0,0.8968177005701967
349,0.23542690994402704,40.029875601450584,101.80842713442898,49.8069062084438,9.981915276024758,1500.1451550342194,0.16517160583751064,8243.835,0.0,0.892768900325411
350,0.2489438374090753,40.90355065028217,100.69026867602919,49.40939997957671,10.240638116629123,1501.0901640545985,0.16411670857437907,8257.41,0.0,0.8968850201775366
351,0.2755330109687609,39.861305223681306,100.56955255893138,49.25014362050077,9.69966376084917,1499.5000279003698,0.1640898911086655,8272.529,0.0,0.8977359125989014
352,0.24922627902318087,40.421657376343376,100.05738086495262,48.96912351529943,9.983402924198542,1500.0414345155534,0.1640510409606685,8266.48,0.0,0.8975566864639462
353,0.22128799962552173,40.655998497324795,98.98111442101415,50.3317192845844,9.789214457262752,1495.1243782373888,0.1640431537324671,8264.202,0.0,0.8974672682314835
354,0.2331795443025367,39.42437647711659,100.07019082370154,50.97672742221869,9.911891171734926,1498.356070740334,0.1642541443017326,8272.068,0.0,0.8971784710395512
355,0.2555213538899945,39.94971410578033,102.27893058561888,49.720418266968814,9.789861770686008,1501.0128325311662,0.16374939763010923,8281.53,0.0,0.899297770423396
356,0.22151186740839787,39.748120762317164,98.85958070383965,48.588459448757156,9.90874955086276,1497.09500428229,0.1632698552939271,8263.174,0.0,0.8999300175534156
357,0.2633420686248298,39.498534812246,98.78127822903036,48.91892161970031,9.9265989681586,1499.3681897116603,0.16392958693049356,8279.1455,0.0,0.8985913803530572
358,0.28552833371998265,39.76167374374437,98.93768811355895,49.254483285250394,10.081632412064872,1494.884634306144,0.16459733975643567,8293.776,0.0,0.897158888508004
359,0.23942980351576304,39.91737025892268,96.52026880228418,49.71782599424585,9.587722796544345,1499.4158243718248,0.16461434268614872,8296.077,0.0,0.8972198256155451
360,0.22336710071823748,39.87630384783265,100.97217113240914,50.17118727244245,9.774150800724914,1502.3134178980715,0.16542744797552206,8304.84,0.0,0.8950183067524538
361,0.2553451678141312,40.621468880812685,98.80905840669563,50.793623872937594,10.047141860706237,1497.0779669251144,0.16526131251219453,8292.634,0.0,0.8949420134183763
362,0.24861423561145599,39.50360120129643,99.01727593308256,50.6587575669555,10.145241445662885,1506.876719779093,0.16483174858338687,8290.528,0.0,0.8962325807705002
363,0.2689530162993884,40.933368086853136,101.63970701071537,52.422460367866606,10.019056433091245,1494.8689623877224,0.16445907599875587,8300.3545,0.0,0.8979407755111576
364,0.2578135927307615,39.788883724901986,100.18070897704928,51.32551614493727,9.837209759413529,1503.9582556353794,0.1640423729743751,8306.74,0.0,0.8996184056168952
365,0.22146977628200468,39.39754901366391,100.69227195244753,51.299248272004775,9.68894778116943,1495.125340817292,0.1642989032675006,8308.484,0.0,0.8988722885713837
366,0.2646905396787598,39.591219842986035,101.41410393610661,49.64009744669612,9.848080876174789,1496.4187803401933,0.16395020262705098,8305.772,0.0,0.8998692592254391
367,0.23301956449692307,39.77958362542538,99.40351108449903,49.92191643219164,9.622341848506208,1501.2664235731065,0.16397060442996642,8291.3955,0.0,0.8990767510680879
368,0.24306877209629948,40.06349241890154,99.75950102539653,51.6121159767298,10.037522150313496,1500.4778493300635,0.16411580838190115,8277.005,0.0,0.8978776826464437
369,0.2509199956202246,40.25593575383229,102.49694119736122,48.534587250104494,10.050105952181807,1493.8087109936932,0.16477398311419633,8265.595,0.0,0.8951610421769464
370,0.21118812849520607,39.45871377682922,103.29587909703407,49.46500720150944,10.020091543589702,1495.7548411215068,0.16475443275627488,8260.075,0.0,0.8949457875986226
371,0.2503526007604171,39.32242836841841,98.26239692738687,49.70290777746232,10.099008802117732,1499.3538029560027,0.1648588947625311,8252.973,0.0,0.8942473562924447
372,0.26551153225638663,40.18163930387584,101.12662524726758,48.12325728256684,9.993712275091218,1500.0258153248956,0.16509196484177963,8249.691,0.0,0.8933237033058752
373,0.27494481745669086,39.98518300926865,100.4148699070082,48.29641551985726,10.139110368584884,1506.7522461297094,0.16445628724504638,8252.398,0.0,0.8955276009227552
374,0.23669421548823066,40.46299159285036,100.59064142778193,50.202571378128454,9.75824817197207,1495.2917377665694,0.16505258437119003,8250.176,0.0,0.8934762028465827
375,0.24245030222965094,40.33390103606432,102.25649460055956,49.17311071931427,10.375403467711127,1500.71647966391,0.164882125556177,8246.275,0.0,0.8938335257456083
376,0.2560591162912438,40.444710167624145,100.20937403483059,49.62497165419515,10.25274539997211,1504.6726040335016,0.16515082605309003,8256.958,0.0,0.8934993375107938
377,0.2566398088324115,40.65485805821167,99.26156950191515,50.96433706168425,9.859096567258078,1504.9026299118216,0.16428671846283366,8247.832,0.0,0.8958483528933998
378,0.2674944023517064,40.0122145370572,97.82801140480198,49.97585217850468,9.960846173695934,1502.6784916321778,0.1648589115043978,8237.862,0.0,0.8934840941754212
379,0.22256134090469867,39.773616221085895,101.11443733625539,50.260561838558694,9.65261221925734,1500.3021096948505,0.16492486387246744,8230.822,0.0,0.8929140218832712
380,0.2554546209347686,40.36219365541205,99.95810414901229,49.32312013724684,9.884744110538309,1499.1777787522751,0.1646612529126541,8216.318,0.0,0.8930386595758992
381,0.25914740151819277,39.993945792602,100.23677572867496,49.004574265611964,10.015742487490238,1498.45281405148,0.16470113046626184,8202.662,0.0,0.8922192067200345
382,0.20384662594696829,40.30308705316645,105.41599866339575,49.18944967978086,10.039952707950155,1506.5468162105306,0.1645802507025231,8203.995,0.0,0.8926796199418792
383,0.24284984780521476,39.82948785598138,99.87004912159186,49.1966522910153,10.160084064517092,1497.9199307978415,0.16353577898073893,8190.177,0.0,0.8953781746770849
384,0.23040168296405192,40.050540558078055,98.62540145113172,48.55045738718293,10.130513336877534,1498.8005595976724,0.1638179724282795,8172.308,0.0,0.8935579444361412
385,0.24521668280934178,40.55303147830233,100.57525574062605,49.198059998044485,9.76604338026974,1499.3497911480156,0.16349534310555208,8156.646,0.0,0.8938160322122863
386,0.2646723589321234,38.8202453488011,100.28785583080976,50.14173181347719,10.154097639292562,1505.9752049796755,0.16411506252118932,8159.941,0.0,0.8919671783429415
387,0.2686986537216142,39.47942281471088,101.87241895240058,48.68080880267411,10.132531759625484,1500.5778759019818,0.16374059379644024,8165.5684,0.0,0.8934691704408155
388,0.29446313316286143,39.947975688323346,97.55343309307435,51.018878924442774,9.962490057194472,1499.1892388992535,0.16346559122952492,8165.333,0.0,0.8943515621450443
389,0.2474183201682076,40.016095529429045,101.50760491483348,50.62336346038674,10.192920490763427,1501.4508961712452,0.1641069182882691,8179.406,0.0,0.8929768412482868
390,0.24734906147972355,40.28536777216677,99.37689729278004,49.53067847970509,9.999258960636121,1503.7617934254104,0.16385766884232414,8166.6416,0.0,0.8931426636791022
391,0.27696044068915987,39.53393533370095,101.99982610436929,50.90126300726694,9.860273558424126,1497.3404261746434,0.16344501249698723,8154.2773,0.0,0.8938600463569111
392,0.2880190377392803,40.43341604047511,102.04617795997606,48.928707181575966,9.820469683842463,1500.1549651726411,0.1634821625285403,8146.187,0.0,0.8933305884567717
393,0.24729867664992922,40.70818256264897,98.02820656290962,48.72510373624455,9.766273071231288,1501.744307504036,0.16314861312748674,8151.833,0.0,0.8947004385827757
394,0.22014142994066022,40.579211446092636,100.06946769676946,50.09961403223056,9.787886536824542,1502.1764500296676,0.16410364860056256,8163.2036,0.0,0.8921691021965568
395,0.28361165585850234,39.65458512608228,102.14026246122027,50.69230508744743,9.795597240082088,1500.2683424181807,0.16405253635887557,8153.9077,0.0,0.8918657788747375
396,0.2617616307163956,39.698396914331234,98.05705176956862,50.34415413944906,9.65015517858266,1501.4882774937514,0.16414831722296674,8158.824,0.0,0.8918026213420955
397,0.25150271868290563,40.3015186893549,99.21443738904294,48.53858512516334,10.086990263693922,1502.3912287332932,0.16437473033892622,8173.634,0.0,0.8918143851891894
398,0.2616240353611164,39.71662637378187,99.21531666324024,49.755453495086925,10.149664988951395,1499.375469001528,0.16486118640930544,8176.7524,0.0,0.8903900102614055
399,0.26200644083541474,39.79399740934316,100.0877936936018,51.105250793324245,9.903465924027204,1498.756713250062,0.16447320680291277,8185.7505,0.0,0.8921061693582246
400,0.2301014706419594,39.236520425522244,101.34976313709716,48.86206712336524,10.476775328401542,1497.1617416231727,0.16482481049121234,8187.395,0.0,0.8910458458607277
401,0.25991405064274603,40.405292647607105,100.02844930672671,51.85024643521359,10.027326286054377,1503.8585176848885,0.16451857502667422,8182.0024,0.0,0.891769331752341
402,0.27115167274012536,39.77078193069422,99.4459566468148,47.67481822224162,9.918943489186836,1504.5901313368045,0.16307501023778334,8158.3506,0.0,0.8952690146060942
403,0.260558213336379,40.0457776084915,102.80794735944238,50.48246627725317,9.68899600596979,1497.1879804210291,0.1645427053709137,8156.5693,0.0,0.8904062330053422
404,0.2813092304361065,39.42201073223613,100.72971508281371,49.95341384476394,9.832195735039694,1498.6352272893903,0.163775785770647,8152.984,0.0,0.8927190756718564
405,0.2656907509667473,40.0403063857199,100.27875668480091,48.729911663356035,9.962691782188703,1497.748462796656,0.1636464730700903,8159.5566,0.0,0.8934715864468887
406,0.25809138600138615,40.7603522741371,97.03250015998744,50.13538710609403,9.755292939643345,1499.7604610009262,0.16353237680945118,8165.8594,0.0,0.894160965307548
407,0.24861060691324344,40.41067549131924,99.44335927649895,51.123479570003376,9.746870743808845,1498.1616522817387,0.16352789541101817,8175.106,0.0,0.8946425705935728
408,0.2524363576496886,39.60625472702913,97.62095327295621,50.072285616308946,9.664196067797636,1504.7710862072856,0.1633156007002394,8176.0054,0.0,0.8953783818364124
409,0.22853427563185336,39.95776028292245,100.63342913605484,50.02367247775963,9.986893615006256,1495.372144998665,0.16406055358848548,8183.1084,0.0,0.8933146245229102
410,0.2641819083569799,40.62942504674605,98.80511089165324,50.12369729227727,9.790493607460238,1500.8463910828066,0.16331607350120558,8170.2046,0.0,0.8950838278978245
411,0.2834394046981158,39.77384163795376,102.83281637863088,50.90025407191694,10.052097245506085,1503.6358000241873,0.16337322326354614,8160.4883,0.0,0.8944072273307073
412,0.25489832026990944,39.89041083652322,98.1222524144062,50.197886689745495,10.168636026721623,1501.574057755717,0.16284426916266356,8149.019,0.0,0.8955480096416574
413,0.2328643557151363,39.44800920848482,99.80395056877919,50.05533385777209,9.751899699145008,1498.993365806555,0.16261240787155173,8143.702,0.0,0.8960334523195331
414,0.25087753562067455,39.08049818367194,100.06825823653217,49.01247599598893,9.986220915981303,1497.2112053203787,0.16245555392329447,8150.292,0.0,0.8968763889439587
415,0.2247744658946097,40.385601963802664,98.16846567202624,50.66773016839072,10.170780216266927,1503.812739476635,0.16252218844475483,8153.503,0.0,0.8968218839014412
416,0.29470346621328336,40.081031545795675,103.13018823289468,48.800994712907304,9.969706452693622,1503.6604503048516,0.1628850166873505,8171.2695,0.0,0.8965393778517908
417,0.2766131293267139,40.263082387832995,101.14261503641848,49.23358069760865,9.964223357671242,1501.8683694936772,0.16321951085353484,8193.392,0.0,0.8965690421357759
418,0.24443659324616526,41.058848315087765,101.15290017565466,48.453362237076774,10.04223269196897,1499.0046967441074,0.162355705535301,8192.988,0.0,0.8993576720919915
419,0.25410411894183255,40.43953522525451,98.77920034736877,49.07619697460918,10.189935165515966,1502.7825977137168,0.16255551752729877,8191.0884,0.0,0.8986119385559426
420,0.24133285050369935,38.5859793655466,99.2326082627404,50.195447680161955,10.038898852314293,1503.6004645748912,0.16266815506905896,8192.534,0.0,0.8983186972136447
421,0.21680870142313596,39.69766420025555,99.03963443274414,49.325666968771024,9.485870236423438,1503.0224262615518,0.16268902428913393,8202.466,0.0,0.8987524651367893
422,0.22952919508810662,40.978225169133864,99.08227574786122,49.681410076632794,10.083903196166428,1499.90317932001,0.16312559651646483,8226.057,0.0,0.8985243590178968
423,0.26337620782185867,39.92251575746992,101.08852682169119,50.876917277295014,10.265846575629398,1500.6172423440967,0.16309095346528812,8228.815,0.0,0.8987763408630507
424,0.2267686374678664,40.11621496506825,99.90659091195978,49.96764090870574,10.016742920543596,1500.397275532754,0.1628557171415209,8239.439,0.0,0.90007792817791
425,0.2708944531405615,40.35207115250716,99.40558224173928,50.74361558841381,9.915436829337851,1498.9999797320056,0.16257378937234937,8236.692,0.0,0.9008560013132231
426,0.2649970557997788,39.414563624779184,98.88866512883234,51.36597620811058,9.743433658474283,1499.8108872020455,0.16283354204191042,8231.75,0.0,0.8997616556789191
427,0.24796114795422505,39.361605058712584,102.51119254950217,49.85836098467395,10.077373739570158,1497.586285979281,0.16304971045368452,8214.74,0.0,0.8981995249093992
428,0.2662206241607747,40.32202424610127,99.82899749466088,49.78870280595901,9.915035005529099,1500.2600355097554,0.16301471254262737,8219.357,0.0,0.898546538041479
429,0.31278175758633864,40.40901013447984,100.05973879189783,49.55846677559175,10.355519997423102,1501.10785956809,0.16354131456383583,8235.312,0.0,0.8976399319278547
430,0.28222651207139027,41.04909321576406,100.40533065640835,49.777268570164345,10.00783332804785,1500.295738549852,0.16328560271914122,8236.189,0.0,0.8985158289757016
431,0.2713714826428357,39.35434418805197,99.84786861926419,51.43367485754263,10.107869210306303,1504.6153357808996,0.1630147100847528,8229.202,0.0,0.8990437977832977
432,0.27657471529040334,40.44947736499718,100.34642757798163,51.15127086137966,9.88071321269582,1502.7370645802703,0.16273453790864106,8225.673,0.0,0.899776644013391
433,0.2542152773230327,40.57095464219189,98.87766885903125,50.346162552294146,9.991995108394988,1497.2627705637326,0.1636492306717766,8231.971,0.0,0.8971202580087171
434,0.29182122944531297,40.65220909704806,100.60486751160788,49.99789569705156,9.997798400162761,1500.655737446846,0.16314957694496113,8246.309,0.0,0.8994692820008192
435,0.25788860801092695,40.278089799449695,96.25832191117911,49.429035359530616,10.18552418019098,1499.4825766055337,0.16326328409127136,8250.781,0.0,0.8993254185152967
436,0.3156778258456786,40.94641025100292,102.06414302807596,49.6028673391724,9.89039379253601,1494.8025151210095,0.1639809576364884,8257.773,0.0,0.8973448278621842
437,0.2735170933354912,39.07400324187382,97.98990673138128,50.21720330123612,10.254054776066898,1500.3334663493054,0.16457192579531202,8253.591,0.0,0.8952117855806263
438,0.2241936899308352,40.79493099441269,102.2399410309491,49.10699214083084,9.870316796194498,1492.1298775276555,0.1645081241545977,8251.167,0.0,0.8952968346558783
439,0.23091067650865846,39.55905666148262,98.71265805294018,49.89337238309076,10.112972108011194,1499.7402350203465,0.16335540464623577,8242.395,0.0,0.8986022408077519
440,0.30529710436918595,39.173336230335224,99.74814257146093,51.06278379644236,9.85967705399448,1501.0282376634107,0.16372893688575688,8239.218,0.0,0.8972270929201438
441,0.26344123461222013,39.73878816850375,103.83570756848246,49.237633597029834,9.997606154188611,1499.2057657579344,0.16370886892858208,8226.241,0.0,0.8966369095785519
442,0.2591362751248504,40.088443835891425,99.31915425507859,50.5308198110898,9.701514349067878,1501.63692304147,0.16358992154050994,8228.388,0.0,0.8971321362966014
443,0.24288908208260213,39.39118787248957,101.08529257243774,49.49029554001144,9.92891825990604,1501.797377514709,0.1632730849031684,8217.336,0.0,0.8976042323421745
444,0.26322767582255474,40.23341758556675,99.27582934061232,48.63400841478791,10.422961282515676,1496.041882602401,0.1634570261027119,8212.562,0.0,0.8967649420382282
445,0.3000719368255007,40.06347773093383,101.92724170028649,48.99474179072052,10.15039224734278,1496.7868212303802,0.16397194197393436,8212.014,0.0,0.8950627970451708
446,0.27351192029974275,40.399039567262925,100.87035599162891,50.85098502153614,9.845762149296801,1499.1599318266647,0.1634675752563112,8209.792,0.0,0.8965907152659407
447,0.21440191404584388,39.66223221513181,99.44293390179564,50.97841480292263,10.307234880747346,1500.0703578275807,0.16311383081406372,8200.572,0.0,0.8972753682795058
